grid_x,grid_y,nb_trp_inside,s_nb_trp_inside,impact_trp_aller
21,27,1,14,0.0
22,27,1,20,0.0
23,27,1,5,0.0
24,27,1,26,0.0
25,27,1,25,0.0
26,27,1,24,0.0
27,27,1,16,0.0
28,27,1,39,0.0
29,27,1,35,0.0
30,27,1,53,0.0
31,27,1,36,0.0
32,27,1,24,0.0
33,27,1,16,0.0
34,27,1,13,0.0
35,27,1,3,0.0
0,28,0,0,0.0
1,28,0,0,0.0
2,28,1,3,0.0
3,28,1,109,0.0
4,28,2,179,0.0
5,28,1,21,0.0
6,28,4,493,0.0
7,28,4,567,0.0
8,28,2,243,0.0
9,28,2,219,0.0
10,28,3,403,0.0
11,28,2,338,0.0
12,28,3,366,0.0
13,28,1,29,0.0
14,28,1,25,0.0
15,28,1,23,0.0
16,28,1,47,0.0
17,28,1,26,0.0
18,28,1,15,0.0
19,28,1,13,0.0
20,28,1,18,0.0
21,28,1,23,0.0
22,28,1,12,0.0
23,28,1,24,0.0
24,28,1,29,0.0
25,28,1,23,0.0
26,28,1,38,0.0
27,28,1,24,0.0
28,28,1,45,0.0
29,28,1,42,0.0
30,28,1,38,0.0
31,28,1,35,0.0
32,28,1,20,0.0
33,28,1,17,0.0
34,28,1,19,0.0
35,28,1,3,0.0
0,29,0,0,0.0
1,29,1,5,0.0
2,29,2,144,0.0
3,29,1,6,0.0
4,29,2,258,0.0
5,29,2,146,0.0
6,29,4,386,0.0
7,29,1,69,0.0
8,29,1,183,0.0
9,29,3,382,0.0
10,29,1,107,0.0
11,29,1,184,0.0
12,29,2,261,0.0
13,29,1,50,0.0
14,29,1,46,0.0
15,29,1,61,0.0
16,29,1,42,0.0
17,29,1,57,0.0
18,29,1,41,0.0
19,29,1,37,0.0
20,29,1,38,0.0
21,29,1,41,0.0
22,29,1,58,0.0
23,29,1,38,0.0
24,29,1,34,0.0
25,29,1,48,0.0
26,29,1,32,0.0
27,29,1,37,0.0
28,29,1,42,0.0
29,29,1,45,0.0
30,29,1,34,0.0
31,29,1,22,0.0
32,29,1,17,0.0
33,29,1,17,0.0
34,29,1,7,0.0
35,29,1,3,0.0
0,30,0,0,0.0
1,30,0,0,0.0
2,30,3,298,0.0
3,30,6,532,0.0
4,30,1,137,0.0
5,30,3,276,0.0
6,30,3,328,0.0
7,30,2,193,0.0
8,30,2,258,0.0
9,30,2,317,0.0
10,30,4,539,0.0
11,30,2,249,0.0
12,30,1,62,0.0
13,30,1,46,0.0
14,30,1,58,0.0
15,30,1,36,0.0
16,30,1,26,0.0
17,30,1,30,0.0
18,30,1,33,0.0
19,30,1,41,0.0
20,30,1,43,0.0
21,30,1,43,0.0
22,30,1,53,0.0
23,30,1,38,0.0
24,30,1,43,0.0
25,30,1,39,0.0
26,30,1,30,0.0
27,30,1,44,0.0
28,30,1,39,0.0
29,30,1,44,0.0
30,30,1,28,0.0
31,30,1,15,0.0
32,30,1,11,0.0
33,30,1,14,0.0
34,30,1,7,0.0
35,30,1,5,0.0
0,31,2,151,0.0
1,31,4,290,0.0
2,31,4,402,0.0
3,31,2,131,0.0
4,31,1,30,0.0
5,31,4,526,0.0
6,31,1,46,0.0
7,31,1,42,0.0
8,31,1,148,0.0
9,31,2,281,0.0
10,31,4,599,0.0
11,31,1,66,0.0
12,31,1,49,0.0
13,31,1,39,0.0
14,31,1,52,0.0
15,31,1,33,0.0
16,31,1,44,0.0
17,31,1,43,0.0
18,31,1,46,0.0
19,31,1,32,0.0
20,31,1,52,0.0
21,31,1,40,0.0
22,31,1,36,0.0
23,31,1,48,0.0
24,31,1,27,0.0
25,31,1,30,0.0
26,31,1,35,0.0
27,31,1,43,0.0
28,31,1,35,0.0
29,31,1,28,0.0
30,31,1,23,0.0
31,31,1,22,0.0
32,31,1,6,0.0
33,31,2,13,0.0
34,31,1,8,0.0
35,31,1,5,0.0
0,32,3,226,0.0
1,32,3,294,0.0
2,32,2,197,0.0
3,32,5,521,0.0
4,32,2,145,0.0
5,32,2,164,0.0
6,32,3,295,0.0
7,32,3,235,0.0
8,32,3,389,0.0
9,32,4,469,0.0
10,32,5,531,0.0
11,32,1,88,0.0
12,32,1,79,0.0
13,32,1,55,0.0
14,32,1,54,0.0
15,32,1,36,0.0
16,32,1,24,0.0
17,32,1,37,0.0
18,32,2,42,0.0
19,32,1,39,0.0
20,32,2,40,0.0
21,32,1,39,0.0
22,32,1,28,0.0
23,32,1,32,0.0
24,32,1,40,0.0
25,32,1,40,0.0
26,32,1,30,0.0
27,32,1,34,0.0
28,32,1,21,0.0
29,32,1,27,0.0
30,32,1,11,0.0
31,32,1,16,0.0
32,32,1,24,0.0
33,32,1,12,0.0
34,32,1,11,0.0
35,32,0,0,0.0
0,33,1,39,0.0
1,33,3,263,0.0
2,33,1,163,0.0
3,33,1,121,0.0
4,33,1,93,0.0
5,33,2,192,0.0
6,33,1,32,0.0
7,33,1,187,0.0
8,33,5,643,0.0
9,33,3,395,0.0
10,33,1,64,0.0
11,33,1,55,0.0
12,33,1,66,0.0
13,33,1,62,0.0
14,33,1,65,0.0
15,33,1,65,0.0
16,33,1,60,0.0
17,33,1,50,0.0
18,33,1,61,0.0
19,33,1,44,0.0
20,33,1,47,0.0
21,33,1,43,0.0
22,33,1,68,0.0
23,33,1,45,0.0
24,33,1,41,0.0
25,33,1,33,0.0
26,33,1,30,0.0
27,33,1,33,0.0
28,33,1,28,0.0
29,33,1,16,0.0
30,33,1,14,0.0
31,33,1,5,0.0
32,33,1,9,0.0
33,33,1,15,0.0
34,33,1,7,0.0
35,33,1,1,0.0
0,34,1,3,0.0
1,34,3,175,0.0
2,34,1,21,0.0
3,34,5,478,0.0
4,34,1,27,0.0
5,34,4,397,0.0
6,34,4,413,0.0
7,34,2,243,0.0
8,34,3,304,0.0
9,34,1,63,0.0
10,34,1,72,0.0
11,34,1,66,0.0
12,34,1,76,0.0
13,34,1,74,0.0
14,34,1,57,0.0
15,34,1,52,0.0
16,34,1,40,0.0
17,34,1,53,0.0
18,34,1,53,0.0
19,34,1,68,0.0
20,34,1,78,0.0
21,34,1,70,0.0
22,34,1,65,0.0
23,34,1,57,0.0
24,34,1,42,0.0
25,34,1,44,0.0
26,34,1,36,0.0
27,34,1,32,0.0
28,34,1,34,0.0
29,34,1,24,0.0
30,34,1,24,0.0
31,34,1,18,0.0
32,34,1,14,0.0
33,34,1,15,0.0
34,34,1,5,0.0
35,34,1,7,0.0
0,35,0,0,0.0
1,35,0,0,0.0
2,35,4,406,0.0
3,35,2,208,0.0
4,35,3,277,0.0
5,35,3,375,0.0
6,35,1,23,0.0
7,35,1,36,0.0
8,35,1,34,0.0
9,35,1,45,0.0
10,35,1,59,0.0
11,35,1,52,0.0
12,35,1,56,0.0
13,35,1,59,0.0
14,35,1,47,0.0
15,35,1,56,0.0
16,35,1,41,0.0
17,35,1,38,0.0
18,35,1,54,0.0
19,35,1,41,0.0
20,35,1,54,0.0
21,35,1,47,0.0
22,35,1,40,0.0
23,35,1,48,0.0
24,35,1,47,0.0
25,35,1,45,0.0
26,35,1,46,0.0
27,35,1,44,0.0
28,35,1,38,0.0
29,35,1,16,0.0
30,35,1,8,0.0
31,35,1,14,0.0
32,35,1,13,0.0
33,35,1,7,0.0
34,35,1,11,0.0
35,35,1,3,0.0
0,36,0,0,0.0
1,36,0,0,0.0
2,36,0,0,0.0
3,36,1,12,0.0
4,36,1,4,0.0
5,36,1,4,0.0
6,36,1,2,0.0
7,36,1,7,0.0
8,36,1,10,0.0
9,36,1,15,0.0
10,36,1,15,0.0
11,36,1,22,0.0
12,36,1,22,0.0
13,36,1,34,0.0
14,36,1,29,0.0
15,36,1,23,0.0
16,36,1,47,0.0
17,36,1,46,0.0
18,36,1,38,0.0
19,36,1,50,0.0
20,36,1,36,0.0
21,36,1,40,0.0
22,36,1,56,0.0
23,36,1,36,0.0
24,36,1,25,0.0
25,36,1,21,0.0
26,36,1,18,0.0
27,36,1,16,0.0
28,36,1,11,0.0
29,36,1,9,0.0
30,36,1,10,0.0
31,36,1,12,0.0
32,36,1,19,0.0
33,36,1,3,0.0
34,36,1,2,0.0
35,36,1,5,0.0
0,37,0,0,0.0
1,37,0,0,0.0
2,37,0,0,0.0
3,37,1,4,0.0
4,37,1,7,0.0
5,37,0,0,0.0
6,37,1,1,0.0
7,37,1,6,0.0
8,37,1,4,0.0
9,37,0,0,0.0
10,37,1,3,0.0
11,37,1,9,0.0
12,37,1,6,0.0
13,37,1,16,0.0
14,37,1,12,0.0
15,37,1,16,0.0
16,37,1,15,0.0
17,37,1,11,0.0
18,37,1,26,0.0
19,37,1,7,0.0
20,37,1,7,0.0
21,37,1,16,0.0
22,37,1,13,0.0
23,37,1,9,0.0
24,37,1,8,0.0
25,37,1,14,0.0
26,37,1,13,0.0
27,37,1,9,0.0
28,37,1,11,0.0
29,37,1,2,0.0
30,37,1,4,0.0
31,37,1,4,0.0
32,37,1,7,0.0
33,37,0,0,0.0
34,37,0,0,0.0
35,37,0,0,0.0
0,0,0,0,0.0
1,0,0,0,0.0
2,0,0,0,0.0
3,0,0,0,0.0
4,0,0,0,0.0
5,0,1,2,0.0
6,0,1,2,0.0
7,0,0,0,0.0
8,0,1,3,0.0
9,0,2,5,0.0
27,7,1,6,0.0001661664
5,2,1,18,0.0000517031
12,0,1,4,0.0
13,0,1,3,0.0
14,0,1,2,0.0
15,0,1,1,0.0
16,0,1,2,0.0
17,0,2,2,0.0
18,0,1,1,0.0
19,0,0,0,0.0
20,0,0,0,0.0
21,0,0,0,0.0
22,0,0,0,0.0
23,0,0,0,0.0
24,0,0,0,0.0
25,0,0,0,0.0
26,0,0,0,0.0
27,0,0,0,0.0
28,0,0,0,0.0
29,0,0,0,0.0
30,0,0,0,0.0
31,0,0,0,0.0
32,0,0,0,0.0
33,0,0,0,0.0
34,0,0,0,0.0
35,0,0,0,0.0
0,1,0,0,0.0
1,1,0,0,0.0
2,1,0,0,0.0
3,1,0,0,0.0
4,1,1,3,0.0
13,2,1,17,0.0001707993
7,2,1,22,0.0000520613
7,1,2,4,0.0
13,3,1,29,0.0001117647
27,10,1,32,0.0000571958
6,1,1,6,0.0002102274
15,3,1,23,0.0001129349
11,2,1,9,0.0001064869
22,6,1,38,0.0002146216
11,3,2,11,0.0001737606
17,0,2,4,0.0001083019
16,1,1,6,0.0
7,3,1,23,0.0000512494
5,2,1,18,0.0001087556
19,1,1,2,0.0
20,1,1,1,0.0
21,1,1,2,0.0
22,1,1,1,0.0
23,1,0,0,0.0
24,1,0,0,0.0
25,1,0,0,0.0
26,1,0,0,0.0
27,1,0,0,0.0
28,1,0,0,0.0
29,1,0,0,0.0
30,1,0,0,0.0
31,1,0,0,0.0
32,1,0,0,0.0
33,1,0,0,0.0
34,1,0,0,0.0
35,1,0,0,0.0
0,2,0,0,0.0
1,2,0,0,0.0
2,2,0,0,0.0
3,2,1,2,0.0
4,2,2,4,0.0
18,2,1,16,0.0001681485
11,2,1,10,0.0001131976
29,10,1,30,0.0001601721
29,10,1,25,0.0001081347
19,2,1,8,0.0001161827
19,3,1,9,0.0000562167
32,10,1,12,0.0002254399
12,2,1,5,0.0
24,8,1,22,0.0001063781
5,4,1,20,0.0000537091
31,10,1,23,0.0001088273
10,1,1,5,0.0001667873
8,2,1,12,0.0000633811
21,5,1,12,0.000177916
27,9,1,33,0.0001103318
13,1,1,12,0.0001638976
26,7,1,11,0.0000557629
17,4,1,32,0.000057769
23,2,1,4,0.0
24,2,0,0,0.0
25,2,0,0,0.0
26,2,0,0,0.0
27,2,0,0,0.0
28,2,0,0,0.0
29,2,0,0,0.0
30,2,0,0,0.0
31,2,0,0,0.0
32,2,0,0,0.0
33,2,0,0,0.0
34,2,0,0,0.0
35,2,0,0,0.0
0,3,0,0,0.0
1,3,0,0,0.0
2,3,1,5,0.0
3,3,1,12,0.0
4,3,1,13,0.0
30,11,1,35,0.0002724622
6,3,1,15,0.0
30,8,1,27,0.0001101885
8,3,1,21,0.0
26,4,1,14,0.0001003016
22,7,1,48,0.0000537569
14,2,1,30,0.0000573869
13,1,1,10,0.000055954
12,3,1,14,0.0000550943
21,4,1,19,0.0000508195
15,3,1,27,0.0
16,3,1,9,0.0
13,2,1,37,0.0001633245
18,3,1,17,0.0
13,0,1,1,0.0000543778
27,11,1,43,0.0001673843
14,3,1,20,0.000215338
22,3,1,7,0.0
9,1,1,8,0.0000577212
24,3,1,4,0.0
25,3,1,3,0.0
26,3,1,1,0.0
27,3,0,0,0.0
28,3,0,0,0.0
29,3,0,0,0.0
30,3,0,0,0.0
31,3,0,0,0.0
32,3,0,0,0.0
33,3,0,0,0.0
34,3,0,0,0.0
35,3,0,0,0.0
0,4,0,0,0.0
1,4,1,2,0.0
2,4,1,13,0.0
3,4,1,1,0.0
4,4,1,6,0.0
5,4,1,22,0.0
6,4,1,10,0.0
7,4,1,31,0.0
8,4,1,25,0.0
9,4,1,17,0.0
10,4,1,18,0.0
11,4,2,11,0.0
12,4,2,22,0.0
13,4,1,31,0.0
14,4,1,31,0.0
15,4,1,22,0.0
16,4,1,14,0.0
17,4,1,26,0.0
18,4,1,16,0.0
5,2,1,17,0.0002205681
4,3,1,19,0.0001658798
27,12,1,48,0.0000528733
31,6,1,7,0.0001547272
23,4,1,18,0.0
27,10,1,38,0.0000601332
23,3,1,7,0.0000522285
26,4,1,9,0.0
27,4,1,1,0.0
28,4,0,0,0.0
29,4,0,0,0.0
30,4,0,0,0.0
31,4,0,0,0.0
32,4,0,0,0.0
33,4,0,0,0.0
34,4,0,0,0.0
35,4,0,0,0.0
0,5,1,3,0.0
1,5,1,1,0.0
2,5,1,3,0.0
3,5,1,10,0.0
4,5,1,6,0.0
5,5,1,18,0.0
6,5,1,12,0.0
7,5,1,18,0.0
8,5,1,27,0.0
9,5,1,17,0.0
10,5,1,24,0.0
11,5,1,28,0.0
12,5,1,34,0.0
13,5,1,45,0.0
14,5,1,20,0.0
15,5,1,11,0.0
16,5,1,22,0.0
17,5,1,14,0.0
18,5,1,21,0.0
19,5,1,20,0.0
24,6,1,21,0.00011069
13,3,1,30,0.0001159439
31,7,1,8,0.0002679725
8,3,1,34,0.0001589303
23,6,1,26,0.0001132453
31,7,1,9,0.0000605392
31,11,1,10,0.0000521091
18,0,1,3,0.000261644
28,5,1,4,0.0
29,5,0,0,0.0
30,5,0,0,0.0
31,5,0,0,0.0
32,5,0,0,0.0
33,5,0,0,0.0
34,5,0,0,0.0
35,5,0,0,0.0
0,6,1,1,0.0
1,6,1,2,0.0
2,6,1,1,0.0
3,6,1,11,0.0
4,6,0,0,0.0
5,6,1,13,0.0
6,6,1,22,0.0
7,6,1,35,0.0
8,6,1,21,0.0
9,6,1,11,0.0
10,6,1,36,0.0
11,6,1,18,0.0
12,6,1,24,0.0
13,6,1,41,0.0
14,6,1,18,0.0
15,6,1,24,0.0
16,6,2,18,0.0
17,6,1,24,0.0
18,6,1,35,0.0
19,6,1,19,0.0
20,6,1,25,0.0
20,3,2,17,0.0001158245
26,6,1,23,0.0000554525
25,5,2,24,0.0002208785
10,2,1,7,0.0001033823
29,8,1,27,0.0001122662
28,5,1,11,0.0001574497
14,3,1,26,0.0001713009
28,6,1,18,0.0
29,6,1,6,0.0
30,6,1,5,0.0
31,6,1,1,0.0
32,6,0,0,0.0
33,6,0,0,0.0
34,6,0,0,0.0
35,6,0,0,0.0
0,7,0,0,0.0
1,7,1,3,0.0
2,7,1,8,0.0
3,7,1,5,0.0
4,7,1,6,0.0
5,7,1,14,0.0
6,7,1,24,0.0
7,7,1,29,0.0
8,7,1,24,0.0
9,7,1,29,0.0
10,7,1,31,0.0
11,7,1,15,0.0
12,7,1,45,0.0
13,7,1,18,0.0
14,7,1,15,0.0
15,7,1,28,0.0
16,7,1,20,0.0
17,7,1,19,0.0
18,7,1,19,0.0
19,7,1,20,0.0
20,7,1,12,0.0
21,7,1,18,0.0
22,7,1,47,0.0
30,13,1,36,0.0001087795
20,1,1,2,0.0001594318
7,2,1,27,0.0001085407
26,7,1,14,0.0
9,3,1,6,0.0001079437
28,7,1,12,0.0
22,2,1,10,0.0001619871
7,4,1,37,0.0002222159
31,7,1,6,0.0
32,7,1,4,0.0
33,7,0,0,0.0
34,7,0,0,0.0
35,7,0,0,0.0
0,8,1,6,0.0
1,8,1,4,0.0
2,8,1,13,0.0
3,8,1,19,0.0
4,8,1,30,0.0
5,8,1,29,0.0
6,8,1,31,0.0
7,8,1,35,0.0
8,8,1,17,0.0
9,8,1,35,0.0
10,8,1,17,0.0
11,8,1,21,0.0
12,8,1,37,0.0
13,8,1,19,0.0
14,8,1,21,0.0
15,8,1,27,0.0
16,8,1,12,0.0
17,8,1,27,0.0
18,8,1,61,0.0
19,8,1,40,0.0
20,8,1,52,0.0
21,8,1,45,0.0
22,8,1,36,0.0
23,8,1,45,0.0
26,4,1,11,0.0000582466
30,11,1,40,0.0000592257
10,3,1,11,0.0000524195
27,8,1,23,0.0
28,8,1,17,0.0
29,8,1,27,0.0
30,8,1,29,0.0
31,8,1,8,0.0
32,8,1,3,0.0
33,8,0,0,0.0
34,8,0,0,0.0
35,8,0,0,0.0
0,9,1,2,0.0
1,9,1,3,0.0
2,9,1,3,0.0
3,9,1,13,0.0
4,9,1,18,0.0
5,9,1,15,0.0
6,9,1,32,0.0
7,9,1,22,0.0
8,9,2,21,0.0
9,9,1,29,0.0
10,9,2,16,0.0
11,9,1,27,0.0
12,9,1,34,0.0
13,9,1,17,0.0
14,9,2,36,0.0
15,9,1,14,0.0
16,9,1,14,0.0
17,9,1,57,0.0
18,9,1,46,0.0
19,9,1,42,0.0
20,9,1,39,0.0
21,9,1,21,0.0
22,9,1,18,0.0
23,9,1,12,0.0
24,9,1,26,0.0
25,9,1,20,0.0
9,0,1,6,0.000114726
15,2,1,11,0.0001045764
17,3,1,10,0.0002176784
13,2,1,17,0.0002772624
16,2,1,7,0.0000544733
8,3,1,34,0.0001125766
32,9,1,15,0.0
33,9,1,7,0.0
34,9,0,0,0.0
35,9,0,0,0.0
0,10,0,0,0.0
1,10,0,0,0.0
2,10,0,0,0.0
3,10,1,2,0.0
4,10,1,9,0.0
5,10,1,13,0.0
6,10,1,37,0.0
7,10,1,26,0.0
8,10,1,16,0.0
9,10,1,22,0.0
10,10,1,17,0.0
11,10,1,30,0.0
12,10,1,31,0.0
13,10,1,22,0.0
14,10,1,29,0.0
15,10,1,24,0.0
16,10,2,23,0.0
17,10,1,40,0.0
18,10,1,5,0.0
19,10,1,1,0.0
20,10,1,2,0.0
21,10,0,0,0.0
22,10,0,0,0.0
23,10,1,1,0.0
24,10,1,11,0.0
25,10,1,44,0.0
26,10,1,16,0.0
27,10,1,37,0.0
15,0,1,3,0.0001238486
33,12,1,14,0.0001002539
30,10,1,24,0.0
27,7,2,13,0.0001152513
32,10,1,10,0.0
33,10,2,8,0.0
34,10,0,0,0.0
35,10,0,0,0.0
0,11,0,0,0.0
1,11,0,0,0.0
2,11,0,0,0.0
3,11,0,0,0.0
4,11,1,5,0.0
5,11,1,5,0.0
6,11,1,40,0.0
7,11,1,38,0.0
8,11,1,11,0.0
9,11,1,6,0.0
10,11,1,19,0.0
11,11,1,43,0.0
12,11,1,34,0.0
13,11,1,37,0.0
14,11,1,41,0.0
15,11,1,26,0.0
16,11,1,42,0.0
17,11,1,20,0.0
18,11,1,1,0.0
19,11,0,0,0.0
20,11,0,0,0.0
21,11,1,3,0.0
22,11,0,0,0.0
23,11,1,1,0.0
24,11,1,7,0.0
25,11,1,24,0.0
26,11,1,33,0.0
27,11,1,34,0.0
21,6,1,24,0.0001057466
26,6,1,26,0.0001085407
8,0,1,5,0.0002642948
33,11,1,9,0.0001615811
32,11,1,20,0.0
33,11,1,8,0.0
34,11,1,11,0.0
35,11,1,3,0.0
0,12,0,0,0.0
1,12,0,0,0.0
2,12,0,0,0.0
3,12,0,0,0.0
4,12,0,0,0.0
5,12,1,2,0.0
6,12,1,34,0.0
7,12,1,23,0.0
8,12,1,20,0.0
9,12,1,17,0.0
10,12,1,29,0.0
11,12,1,42,0.0
12,12,1,42,0.0
13,12,1,29,0.0
14,12,1,19,0.0
15,12,1,49,0.0
16,12,1,39,0.0
17,12,1,23,0.0
18,12,0,0,0.0
19,12,0,0,0.0
20,12,0,0,0.0
21,12,1,2,0.0
22,12,1,2,0.0
23,12,1,4,0.0
24,12,1,8,0.0
25,12,1,31,0.0
26,12,1,20,0.0
27,12,1,45,0.0
30,10,1,34,0.0000518464
29,12,2,44,0.0
5,2,1,13,0.0000538763
31,12,1,29,0.0
32,12,1,20,0.0
33,12,1,13,0.0
34,12,1,8,0.0
35,12,0,0,0.0
0,13,0,0,0.0
1,13,0,0,0.0
2,13,0,0,0.0
3,13,0,0,0.0
4,13,0,0,0.0
5,13,2,2,0.0
6,13,1,29,0.0
7,13,1,21,0.0
8,13,1,11,0.0
9,13,1,9,0.0
10,13,1,31,0.0
11,13,1,32,0.0
12,13,1,43,0.0
13,13,1,27,0.0
14,13,1,34,0.0
15,13,2,37,0.0
16,13,1,30,0.0
17,13,1,15,0.0
18,13,1,1,0.0
19,13,0,0,0.0
20,13,0,0,0.0
21,13,0,0,0.0
22,13,0,0,0.0
23,13,1,3,0.0
24,13,1,16,0.0
25,13,1,28,0.0
26,13,1,15,0.0
27,13,1,21,0.0
28,13,1,62,0.0
29,13,1,47,0.0
30,13,1,37,0.0
31,13,1,29,0.0
32,13,1,19,0.0
33,13,1,17,0.0
34,13,1,21,0.0
35,13,0,0,0.0
0,14,0,0,0.0
1,14,0,0,0.0
2,14,0,0,0.0
3,14,0,0,0.0
4,14,0,0,0.0
5,14,1,1,0.0
6,14,1,26,0.0
7,14,1,22,0.0
8,14,1,22,0.0
9,14,1,11,0.0
10,14,1,31,0.0
11,14,2,38,0.0
12,14,1,37,0.0
13,14,1,38,0.0
14,14,1,36,0.0
15,14,1,33,0.0
16,14,1,21,0.0
17,14,1,14,0.0
18,14,0,0,0.0
19,14,0,0,0.0
20,14,0,0,0.0
21,14,0,0,0.0
22,14,0,0,0.0
23,14,1,5,0.0
24,14,1,25,0.0
25,14,1,14,0.0
26,14,1,17,0.0
27,14,1,37,0.0
28,14,1,30,0.0
29,14,1,44,0.0
30,14,1,40,0.0
31,14,1,27,0.0
32,14,1,24,0.0
33,14,1,13,0.0
34,14,1,12,0.0
35,14,1,5,0.0
0,15,0,0,0.0
1,15,0,0,0.0
2,15,0,0,0.0
3,15,0,0,0.0
4,15,0,0,0.0
5,15,1,1,0.0
6,15,1,26,0.0
7,15,1,18,0.0
8,15,1,22,0.0
9,15,1,25,0.0
10,15,1,24,0.0
11,15,1,27,0.0
12,15,1,39,0.0
13,15,1,36,0.0
14,15,1,45,0.0
15,15,1,27,0.0
16,15,1,21,0.0
17,15,1,15,0.0
18,15,1,1,0.0
19,15,0,0,0.0
20,15,0,0,0.0
21,15,0,0,0.0
22,15,0,0,0.0
23,15,1,5,0.0
24,15,1,29,0.0
25,15,1,10,0.0
26,15,1,23,0.0
27,15,1,34,0.0
28,15,1,23,0.0
29,15,1,39,0.0
30,15,1,25,0.0
31,15,1,42,0.0
32,15,1,28,0.0
33,15,1,16,0.0
34,15,1,9,0.0
35,15,1,5,0.0
0,16,0,0,0.0
1,16,0,0,0.0
2,16,0,0,0.0
3,16,0,0,0.0
4,16,0,0,0.0
5,16,1,3,0.0
6,16,1,36,0.0
7,16,1,15,0.0
8,16,1,33,0.0
9,16,1,26,0.0
10,16,1,27,0.0
11,16,1,24,0.0
12,16,1,28,0.0
13,16,3,53,0.0
14,16,1,35,0.0
15,16,1,28,0.0
16,16,1,20,0.0
17,16,1,17,0.0
18,16,0,0,0.0
19,16,0,0,0.0
20,16,0,0,0.0
21,16,0,0,0.0
22,16,0,0,0.0
23,16,1,7,0.0
24,16,1,29,0.0
25,16,1,21,0.0
26,16,2,36,0.0
27,16,1,22,0.0
28,16,1,29,0.0
29,16,1,42,0.0
30,16,1,36,0.0
31,16,1,44,0.0
32,16,1,21,0.0
33,16,1,7,0.0
34,16,1,5,0.0
35,16,0,0,0.0
0,17,0,0,0.0
1,17,0,0,0.0
2,17,0,0,0.0
3,17,0,0,0.0
4,17,0,0,0.0
5,17,1,1,0.0
6,17,1,25,0.0
7,17,1,20,0.0
8,17,1,26,0.0
9,17,1,35,0.0
10,17,1,40,0.0
11,17,1,30,0.0
12,17,1,12,0.0
13,17,1,54,0.0
14,17,1,40,0.0
15,17,1,30,0.0
16,17,1,19,0.0
17,17,1,12,0.0
18,17,0,0,0.0
19,17,0,0,0.0
20,17,0,0,0.0
21,17,0,0,0.0
22,17,0,0,0.0
23,17,1,8,0.0
24,17,1,27,0.0
25,17,1,20,0.0
26,17,1,18,0.0
27,17,1,23,0.0
28,17,1,42,0.0
29,17,1,41,0.0
30,17,1,62,0.0
31,17,1,48,0.0
32,17,1,27,0.0
33,17,1,13,0.0
34,17,0,0,0.0
35,17,0,0,0.0
0,18,0,0,0.0
1,18,0,0,0.0
2,18,0,0,0.0
3,18,0,0,0.0
4,18,0,0,0.0
5,18,1,1,0.0
6,18,1,25,0.0
7,18,1,16,0.0
8,18,1,22,0.0
9,18,1,21,0.0
10,18,1,21,0.0
11,18,1,32,0.0
12,18,1,36,0.0
13,18,1,57,0.0
14,18,1,52,0.0
15,18,1,31,0.0
16,18,1,20,0.0
17,18,1,26,0.0
18,18,1,2,0.0
19,18,0,0,0.0
20,18,0,0,0.0
21,18,0,0,0.0
22,18,0,0,0.0
23,18,1,8,0.0
24,18,1,40,0.0
25,18,1,16,0.0
26,18,1,34,0.0
27,18,1,25,0.0
28,18,1,31,0.0
29,18,1,37,0.0
30,18,1,33,0.0
31,18,1,44,0.0
32,18,1,34,0.0
33,18,1,19,0.0
34,18,1,3,0.0
35,18,1,7,0.0
0,19,0,0,0.0
1,19,0,0,0.0
2,19,0,0,0.0
3,19,0,0,0.0
4,19,0,0,0.0
5,19,1,3,0.0
6,19,1,27,0.0
7,19,1,14,0.0
8,19,1,27,0.0
9,19,1,20,0.0
10,19,1,29,0.0
11,19,1,34,0.0
12,19,1,35,0.0
13,19,1,56,0.0
14,19,1,42,0.0
15,19,1,43,0.0
16,19,1,19,0.0
17,19,1,19,0.0
18,19,0,0,0.0
19,19,0,0,0.0
20,19,0,0,0.0
21,19,0,0,0.0
22,19,0,0,0.0
23,19,1,10,0.0
24,19,1,42,0.0
25,19,1,18,0.0
26,19,1,21,0.0
27,19,1,13,0.0
28,19,1,30,0.0
29,19,1,35,0.0
30,19,1,38,0.0
31,19,1,34,0.0
32,19,1,32,0.0
33,19,1,23,0.0
34,19,1,10,0.0
35,19,1,3,0.0
0,20,0,0,0.0
1,20,0,0,0.0
2,20,0,0,0.0
3,20,0,0,0.0
4,20,0,0,0.0
5,20,1,1,0.0
6,20,1,25,0.0
7,20,1,24,0.0
8,20,1,16,0.0
9,20,1,28,0.0
10,20,1,12,0.0
11,20,1,40,0.0
12,20,1,45,0.0
13,20,1,62,0.0
14,20,1,44,0.0
15,20,1,31,0.0
16,20,1,21,0.0
17,20,1,17,0.0
18,20,0,0,0.0
19,20,0,0,0.0
20,20,0,0,0.0
21,20,0,0,0.0
22,20,0,0,0.0
23,20,1,11,0.0
24,20,1,59,0.0
25,20,1,9,0.0
26,20,1,28,0.0
27,20,1,21,0.0
28,20,1,46,0.0
29,20,2,22,0.0
30,20,1,41,0.0
31,20,1,25,0.0
32,20,1,26,0.0
33,20,1,13,0.0
34,20,1,17,0.0
35,20,1,2,0.0
0,21,0,0,0.0
1,21,0,0,0.0
2,21,0,0,0.0
3,21,0,0,0.0
4,21,0,0,0.0
5,21,1,3,0.0
6,21,1,34,0.0
7,21,1,18,0.0
8,21,1,18,0.0
9,21,1,19,0.0
